case_id,admissible,delta_A,delta_phi,anisotropy_injection,selector_margin_abs,transport_deviation,isotropy_drift,sign_flip_detected
CASE_03625,0,0.01999999999999999,0.016,0.025,0.02609,1.579381443298969e-07,1.579646017699115e-05,0
CASE_03626,0,0.03,0.024000000000000007,0.03,0.026105,1.6216494845360827e-07,1.7646017699115045e-05,0
CASE_03627,0,0.04000000000000001,0.032,0.034999999999999996,0.026119999999999997,1.6639175257731958e-07,1.949557522123894e-05,0
CASE_03628,0,0.04999999999999999,0.039999999999999994,0.04000000000000001,0.026135,1.7061855670103094e-07,2.1345132743362834e-05,0
CASE_03629,0,0.06,0.048,0.045000000000000005,0.026149999999999996,1.7484536082474228e-07,2.319469026548673e-05,0
CASE_03630,0,0.07,0.05600000000000001,0.05,0.026164999999999997,1.7907216494845362e-07,2.504424778761062e-05,0
CASE_03631,0,0.07999999999999999,0.06400000000000002,0.0,0.026179999999999995,1.8329896907216496e-07,2.6893805309734514e-05,0
CASE_03632,0,0.09,0.072,0.005000000000000001,0.026195,1.875257731958763e-07,2.8743362831858412e-05,0
CASE_03633,0,0.1,0.08,0.010000000000000002,0.026209999999999997,1.9175257731958763e-07,3.0592920353982303e-05,0
CASE_03634,0,-0.1,-0.08,0.015,0.026225,1.9597938144329897e-07,3.24424778761062e-05,0
CASE_03635,0,-0.09000000000000001,-0.07200000000000001,0.020000000000000004,0.026239999999999996,2.0020618556701034e-07,3.4292035398230086e-05,0
CASE_03636,0,-0.08,-0.064,0.025,0.026254999999999997,2.0443298969072165e-07,3.614159292035399e-05,0
CASE_03637,0,-0.07,-0.056,0.03,0.026269999999999995,2.0865979381443299e-07,3.7991150442477875e-05,0
CASE_03638,0,-0.060000000000000005,-0.048,0.034999999999999996,0.026285,2.1288659793814435e-07,3.984070796460177e-05,0
CASE_03639,0,-0.05,-0.04,0.04000000000000001,0.026299999999999997,2.1711340206185566e-07,4.1690265486725664e-05,0
CASE_03640,0,-0.04000000000000001,-0.032,0.045000000000000005,0.026314999999999998,2.21340206185567e-07,4.353982300884956e-05,0
CASE_03641,0,-0.03,-0.024,0.05,0.026329999999999996,2.2556701030927836e-07,4.538938053097345e-05,0
CASE_03642,0,-0.020000000000000004,-0.016,0.0,0.026344999999999997,2.2979381443298968e-07,4.723893805309735e-05,0
CASE_03643,0,-0.010000000000000009,-0.007999999999999993,0.005000000000000001,0.026359999999999998,2.3402061855670101e-07,4.9088495575221236e-05,0
CASE_03644,0,0.0,0.0,0.010000000000000002,0.026375,2.3824742268041238e-07,5.093805309734514e-05,0
CASE_03645,0,0.009999999999999995,0.007999999999999993,0.015,0.026389999999999997,2.424742268041237e-07,5.2787610619469025e-05,0
CASE_03646,0,0.01999999999999999,0.016,0.020000000000000004,0.026404999999999998,2.46701030927835e-07,5.463716814159292e-05,0
CASE_03647,0,0.03,0.024000000000000007,0.025,0.026419999999999996,2.509278350515464e-07,5.648672566371682e-05,0
CASE_03648,0,0.04000000000000001,0.032,0.03,0.026434999999999997,2.5515463917525773e-07,5.83362831858407e-05,0
CASE_03649,0,0.04999999999999999,0.039999999999999994,0.034999999999999996,0.026449999999999998,2.5938144329896904e-07,6.01858407079646e-05,0
CASE_03650,0,0.06,0.048,0.04000000000000001,0.026465,2.636082474226804e-07,6.20353982300885e-05,0
CASE_03651,0,0.07,0.05600000000000001,0.045000000000000005,0.026479999999999997,2.678350515463918e-07,6.38849557522124e-05,0
CASE_03652,0,0.07999999999999999,0.06400000000000002,0.05,0.026494999999999998,2.720618556701031e-07,6.573451327433629e-05,0
CASE_03653,0,0.09,0.072,0.0,0.026509999999999995,2.7628865979381445e-07,6.758407079646017e-05,0
CASE_03654,0,0.1,0.08,0.005000000000000001,0.026525,2.8051546391752576e-07,6.943362831858408e-05,0
CASE_03655,0,-0.1,-0.08,0.010000000000000002,0.026539999999999998,2.8474226804123707e-07,7.128318584070798e-05,0
CASE_03656,0,-0.09000000000000001,-0.07200000000000001,0.015,0.026555,2.889690721649485e-07,7.313274336283185e-05,0
CASE_03657,0,-0.08,-0.064,0.020000000000000004,0.026569999999999996,2.931958762886598e-07,7.498230088495575e-05,0
CASE_03658,0,-0.07,-0.056,0.025,0.026584999999999998,2.974226804123711e-07,7.683185840707965e-05,0
CASE_03659,0,-0.060000000000000005,-0.048,0.03,0.026599999999999995,3.016494845360825e-07,7.868141592920354e-05,0
CASE_03660,0,-0.05,-0.04,0.034999999999999996,0.026615,3.058762886597938e-07,8.053097345132743e-05,0
CASE_03661,0,-0.04000000000000001,-0.032,0.04000000000000001,0.026629999999999997,3.1010309278350516e-07,8.238053097345133e-05,0
CASE_03662,0,-0.03,-0.024,0.045000000000000005,0.026645,3.143298969072165e-07,8.423008849557522e-05,0
CASE_03663,0,-0.020000000000000004,-0.016,0.05,0.026659999999999996,3.1855670103092783e-07,8.607964601769912e-05,0
CASE_03664,0,-0.010000000000000009,-0.007999999999999993,0.0,0.026674999999999997,3.2278350515463914e-07,8.792920353982301e-05,0
CASE_03665,0,0.0,0.0,0.005000000000000001,0.02669,3.270103092783505e-07,8.977876106194691e-05,0
CASE_03666,0,0.009999999999999995,0.007999999999999993,0.010000000000000002,0.026705,3.3123711340206187e-07,9.16283185840708e-05,0
CASE_03667,0,0.01999999999999999,0.016,0.015,0.026719999999999997,3.354639175257732e-07,9.34778761061947e-05,0
CASE_03668,0,0.03,0.024000000000000007,0.020000000000000004,0.026735,3.3969072164948455e-07,9.532743362831859e-05,0
CASE_03669,0,0.04000000000000001,0.032,0.025,0.026749999999999996,3.4391752577319586e-07,9.717699115044247e-05,0
CASE_03670,0,0.04999999999999999,0.039999999999999994,0.03,0.026764999999999997,3.481443298969072e-07,9.902654867256638e-05,0
CASE_03671,0,0.06,0.048,0.034999999999999996,0.026779999999999998,3.523711340206186e-07,0.00010087610619469028,0
CASE_03672,0,0.07,0.05600000000000001,0.04000000000000001,0.026795,3.565979381443299e-07,0.00010272566371681416,0
CASE_03673,0,0.07999999999999999,0.06400000000000002,0.045000000000000005,0.026809999999999997,3.608247422680412e-07,0.00010457522123893805,0
CASE_03674,0,0.09,0.072,0.05,0.026824999999999998,3.650515463917526e-07,0.00010642477876106195,0
CASE_03675,0,0.1,0.08,0.0,0.026839999999999996,3.6927835051546394e-07,0.00010827433628318584,0
CASE_03676,0,-0.1,-0.08,0.005000000000000001,0.026854999999999997,3.7350515463917526e-07,0.00011012389380530974,0
CASE_03677,0,-0.09000000000000001,-0.07200000000000001,0.010000000000000002,0.026869999999999998,3.777319587628866e-07,0.00011197345132743364,0
CASE_03678,0,-0.08,-0.064,0.015,0.026885,3.8195876288659793e-07,0.00011382300884955752,0
CASE_03679,0,-0.07,-0.056,0.020000000000000004,0.026899999999999997,3.8618556701030924e-07,0.0001156725663716814,0
CASE_03680,0,-0.060000000000000005,-0.048,0.025,0.026914999999999998,3.9041237113402066e-07,0.00011752212389380531,0
CASE_03681,0,-0.05,-0.04,0.03,0.026929999999999996,3.9463917525773197e-07,0.00011937168141592921,0
CASE_03682,0,-0.04000000000000001,-0.032,0.034999999999999996,0.026945,3.988659793814433e-07,0.0001212212389380531,0
CASE_03683,0,-0.03,-0.024,0.04000000000000001,0.026959999999999998,4.0309278350515465e-07,0.000123070796460177,0
CASE_03684,0,-0.020000000000000004,-0.016,0.045000000000000005,0.026975,4.0731958762886596e-07,0.0001249203539823009,0
CASE_03685,0,-0.010000000000000009,-0.007999999999999993,0.05,0.026989999999999997,4.115463917525773e-07,0.0001267699115044248,0
CASE_03686,0,0.0,0.0,0.0,0.027004999999999998,4.157731958762887e-07,0.00012861946902654867,0
CASE_03687,0,0.009999999999999995,0.007999999999999993,0.005000000000000001,0.027019999999999995,1e-08,0.00013046902654867258,0
CASE_03688,0,0.01999999999999999,0.016,0.010000000000000002,0.027035,1.422680412371134e-08,0.00013231858407079645,0
CASE_03689,0,0.03,0.024000000000000007,0.015,0.027049999999999998,1.845360824742268e-08,0.00013416814159292035,0
CASE_03690,0,0.04000000000000001,0.032,0.020000000000000004,0.027065,2.268041237113402e-08,0.00013601769911504425,0
CASE_03691,0,0.04999999999999999,0.039999999999999994,0.025,0.027079999999999996,2.690721649484536e-08,0.00013786725663716815,0
CASE_03692,0,0.06,0.048,0.03,0.027094999999999998,3.11340206185567e-08,0.00013971681415929206,0
CASE_03693,0,0.07,0.05600000000000001,0.034999999999999996,0.02711,3.536082474226804e-08,0.00014156637168141596,0
CASE_03694,0,0.07999999999999999,0.06400000000000002,0.04000000000000001,0.027125,3.958762886597938e-08,0.0001434159292035398,0
CASE_03695,0,0.09,0.072,0.045000000000000005,0.027139999999999997,4.3814432989690716e-08,0.0001452654867256637,0
CASE_03696,0,0.1,0.08,0.05,0.027155,4.804123711340207e-08,0.0001471150442477876,0
CASE_03697,0,-0.1,-0.08,0.0,0.027169999999999996,5.2268041237113406e-08,0.0001489646017699115,0
CASE_03698,0,-0.09000000000000001,-0.07200000000000001,0.005000000000000001,0.027184999999999997,5.6494845360824744e-08,0.0001508141592920354,0
CASE_03699,0,-0.08,-0.064,0.010000000000000002,0.0272,6.072164948453608e-08,0.0001526637168141593,0
CASE_03700,0,-0.07,-0.056,0.015,0.027215,6.494845360824742e-08,0.00015451327433628319,0
CASE_03701,0,-0.060000000000000005,-0.048,0.020000000000000004,0.027229999999999997,6.917525773195876e-08,0.0001563628318584071,0
CASE_03702,0,-0.05,-0.04,0.025,0.027245,7.34020618556701e-08,0.00015821238938053096,0
CASE_03703,0,-0.04000000000000001,-0.032,0.03,0.027259999999999996,7.762886597938143e-08,0.00016006194690265486,0
CASE_03704,0,-0.03,-0.024,0.034999999999999996,0.027275,8.185567010309277e-08,0.00016191150442477876,0
CASE_03705,0,-0.020000000000000004,-0.016,0.04000000000000001,0.02729,8.608247422680412e-08,0.00016376106194690266,0
CASE_03706,0,-0.010000000000000009,-0.007999999999999993,0.045000000000000005,0.027305,9.030927835051546e-08,0.00016561061946902657,0
CASE_03707,0,0.0,0.0,0.05,0.027319999999999997,9.45360824742268e-08,0.00016746017699115044,0
CASE_03708,0,0.009999999999999995,0.007999999999999993,0.0,0.027334999999999998,9.876288659793814e-08,0.00016930973451327434,0
CASE_03709,0,0.01999999999999999,0.016,0.005000000000000001,0.027349999999999996,1.0298969072164948e-07,0.00017115929203539824,0
CASE_03710,0,0.03,0.024000000000000007,0.010000000000000002,0.027365,1.0721649484536082e-07,0.00017300884955752212,0
CASE_03711,0,0.04000000000000001,0.032,0.015,0.027379999999999998,1.1144329896907217e-07,0.00017485840707964602,0
CASE_03712,0,0.04999999999999999,0.039999999999999994,0.020000000000000004,0.027395,1.1567010309278349e-07,0.00017670796460176992,0
CASE_03713,0,0.06,0.048,0.025,0.027409999999999997,1.1989690721649483e-07,0.00017855752212389382,0
CASE_03714,0,0.07,0.05600000000000001,0.03,0.027424999999999998,1.241237113402062e-07,0.0001804070796460177,0
CASE_03715,0,0.07999999999999999,0.06400000000000002,0.034999999999999996,0.02744,1.283505154639175e-07,0.0001822566371681416,0
CASE_03716,0,0.09,0.072,0.04000000000000001,0.027455,1.3257731958762887e-07,0.0001841061946902655,0
CASE_03717,0,0.1,0.08,0.045000000000000005,0.027469999999999998,1.368041237113402e-07,0.0001859557522123894,0
CASE_03718,0,-0.1,-0.08,0.05,0.027485,1.4103092783505155e-07,0.00018780530973451327,0
CASE_03719,0,-0.09000000000000001,-0.07200000000000001,0.0,0.027499999999999997,1.4525773195876289e-07,0.00018965486725663718,0
CASE_03720,0,-0.08,-0.064,0.005000000000000001,0.027514999999999998,1.4948453608247425e-07,0.00019150442477876108,0
CASE_03721,0,-0.07,-0.056,0.010000000000000002,0.02753,1.5371134020618556e-07,0.00019335398230088495,0
CASE_03722,0,-0.060000000000000005,-0.048,0.015,0.027545,1.579381443298969e-07,0.00019520353982300885,0
CASE_03723,0,-0.05,-0.04,0.020000000000000004,0.027559999999999998,1.6216494845360827e-07,0.00019705309734513275,0
CASE_03724,0,-0.04000000000000001,-0.032,0.025,0.027575,1.6639175257731958e-07,0.00019890265486725665,0
CASE_03725,0,-0.03,-0.024,0.03,0.027589999999999996,1.7061855670103094e-07,0.00020075221238938056,0
CASE_03726,0,-0.020000000000000004,-0.016,0.034999999999999996,0.027604999999999998,1.7484536082474228e-07,0.00020260176991150443,0
CASE_03727,0,-0.010000000000000009,-0.007999999999999993,0.04000000000000001,0.02762,1.7907216494845362e-07,0.00020445132743362833,0
CASE_03728,0,0.0,0.0,0.045000000000000005,0.027635,1.8329896907216496e-07,0.0002063008849557522,0
CASE_03729,0,0.009999999999999995,0.007999999999999993,0.05,0.027649999999999997,1.875257731958763e-07,0.0002081504424778761,0
CASE_03730,0,0.01999999999999999,0.016,0.0,0.027665,1.9175257731958763e-07,1e-06,0
CASE_03731,0,0.03,0.024000000000000007,0.005000000000000001,0.027679999999999996,1.9597938144329897e-07,2.849557522123894e-06,0
CASE_03732,0,0.04000000000000001,0.032,0.010000000000000002,0.027695,2.0020618556701034e-07,4.699115044247788e-06,0
CASE_03733,0,0.04999999999999999,0.039999999999999994,0.015,0.02771,2.0443298969072165e-07,6.548672566371682e-06,0
CASE_03734,0,0.06,0.048,0.020000000000000004,0.027725,2.0865979381443299e-07,8.398230088495575e-06,0
CASE_03735,0,0.07,0.05600000000000001,0.025,0.027739999999999997,2.1288659793814435e-07,1.024778761061947e-05,0
CASE_03736,0,0.07999999999999999,0.06400000000000002,0.03,0.027755,2.1711340206185566e-07,1.2097345132743365e-05,0
CASE_03737,0,0.09,0.072,0.034999999999999996,0.027769999999999996,2.21340206185567e-07,1.3946902654867257e-05,0
CASE_03738,0,0.1,0.08,0.04000000000000001,0.027785,2.2556701030927836e-07,1.579646017699115e-05,0
CASE_03739,0,-0.1,-0.08,0.045000000000000005,0.0278,2.2979381443298968e-07,1.7646017699115045e-05,0
CASE_03740,0,-0.09000000000000001,-0.07200000000000001,0.05,0.027815,2.3402061855670101e-07,1.949557522123894e-05,0
CASE_03741,0,-0.08,-0.064,0.0,0.027829999999999997,2.3824742268041238e-07,2.1345132743362834e-05,0
CASE_03742,0,-0.07,-0.056,0.005000000000000001,0.027844999999999998,2.424742268041237e-07,2.319469026548673e-05,0
CASE_03743,0,-0.060000000000000005,-0.048,0.010000000000000002,0.02786,2.46701030927835e-07,2.504424778761062e-05,0
CASE_03744,0,-0.05,-0.04,0.015,0.027875,2.509278350515464e-07,2.6893805309734514e-05,0
CASE_03745,0,-0.04000000000000001,-0.032,0.020000000000000004,0.027889999999999998,2.5515463917525773e-07,2.8743362831858412e-05,0
CASE_03746,0,-0.03,-0.024,0.025,0.027905,2.5938144329896904e-07,3.0592920353982303e-05,0
CASE_03747,0,-0.020000000000000004,-0.016,0.03,0.027919999999999997,2.636082474226804e-07,3.24424778761062e-05,0
CASE_03748,0,-0.010000000000000009,-0.007999999999999993,0.034999999999999996,0.027934999999999998,2.678350515463918e-07,3.4292035398230086e-05,0
CASE_03749,0,0.0,0.0,0.04000000000000001,0.02795,2.720618556701031e-07,3.614159292035399e-05,0
CASE_03750,0,0.009999999999999995,0.007999999999999993,0.045000000000000005,0.027965,2.7628865979381445e-07,3.7991150442477875e-05,0
CASE_03751,0,0.01999999999999999,0.016,0.05,0.027979999999999998,2.8051546391752576e-07,3.984070796460177e-05,0
CASE_03752,0,0.03,0.024000000000000007,0.0,0.027994999999999996,2.8474226804123707e-07,4.1690265486725664e-05,0
CASE_03753,0,0.04000000000000001,0.032,0.005000000000000001,0.028009999999999997,2.889690721649485e-07,4.353982300884956e-05,0
CASE_03754,0,0.04999999999999999,0.039999999999999994,0.010000000000000002,0.028024999999999998,2.931958762886598e-07,4.538938053097345e-05,0
CASE_03755,0,0.06,0.048,0.015,0.02804,2.974226804123711e-07,4.723893805309735e-05,0
CASE_03756,0,0.07,0.05600000000000001,0.020000000000000004,0.028054999999999997,3.016494845360825e-07,4.9088495575221236e-05,0
CASE_03757,0,0.07999999999999999,0.06400000000000002,0.025,0.028069999999999998,3.058762886597938e-07,5.093805309734514e-05,0
CASE_03758,0,0.09,0.072,0.03,0.028084999999999995,3.1010309278350516e-07,5.2787610619469025e-05,0
CASE_03759,0,0.1,0.08,0.034999999999999996,0.028099999999999997,3.143298969072165e-07,5.463716814159292e-05,0
CASE_03760,0,-0.1,-0.08,0.04000000000000001,0.028114999999999998,3.1855670103092783e-07,5.648672566371682e-05,0
CASE_03761,0,-0.09000000000000001,-0.07200000000000001,0.045000000000000005,0.02813,3.2278350515463914e-07,5.83362831858407e-05,0
CASE_03762,0,-0.08,-0.064,0.05,0.028144999999999996,3.270103092783505e-07,6.01858407079646e-05,0
CASE_03763,0,-0.07,-0.056,0.0,0.028159999999999998,3.3123711340206187e-07,6.20353982300885e-05,0
CASE_03764,0,-0.060000000000000005,-0.048,0.005000000000000001,0.028174999999999995,3.354639175257732e-07,6.38849557522124e-05,0
CASE_03765,0,-0.05,-0.04,0.010000000000000002,0.02819,3.3969072164948455e-07,6.573451327433629e-05,0
CASE_03766,0,-0.04000000000000001,-0.032,0.015,0.028204999999999997,3.4391752577319586e-07,6.758407079646017e-05,0
CASE_03767,0,-0.03,-0.024,0.020000000000000004,0.02822,3.481443298969072e-07,6.943362831858408e-05,0
CASE_03768,0,-0.020000000000000004,-0.016,0.025,0.028234999999999996,3.523711340206186e-07,7.128318584070798e-05,0
CASE_03769,0,-0.010000000000000009,-0.007999999999999993,0.03,0.028249999999999997,3.565979381443299e-07,7.313274336283185e-05,0
CASE_03770,0,0.0,0.0,0.034999999999999996,0.028264999999999995,3.608247422680412e-07,7.498230088495575e-05,0
CASE_03771,0,0.009999999999999995,0.007999999999999993,0.04000000000000001,0.02828,3.650515463917526e-07,7.683185840707965e-05,0
CASE_03772,0,0.01999999999999999,0.016,0.045000000000000005,0.028294999999999997,3.6927835051546394e-07,7.868141592920354e-05,0
CASE_03773,0,0.03,0.024000000000000007,0.05,0.02831,3.7350515463917526e-07,8.053097345132743e-05,0
CASE_03774,0,0.04000000000000001,0.032,0.0,0.028324999999999996,3.777319587628866e-07,8.238053097345133e-05,0
CASE_03775,0,0.04999999999999999,0.039999999999999994,0.005000000000000001,0.028339999999999997,3.8195876288659793e-07,8.423008849557522e-05,0
CASE_03776,0,0.06,0.048,0.010000000000000002,0.028354999999999998,3.8618556701030924e-07,8.607964601769912e-05,0
CASE_03777,0,0.07,0.05600000000000001,0.015,0.02837,3.9041237113402066e-07,8.792920353982301e-05,0
CASE_03778,0,0.07999999999999999,0.06400000000000002,0.020000000000000004,0.028384999999999997,3.9463917525773197e-07,8.977876106194691e-05,0
CASE_03779,0,0.09,0.072,0.025,0.028399999999999998,3.988659793814433e-07,9.16283185840708e-05,0
CASE_03780,0,0.1,0.08,0.03,0.028414999999999996,4.0309278350515465e-07,9.34778761061947e-05,0
CASE_03781,0,-0.1,-0.08,0.034999999999999996,0.028429999999999997,4.0731958762886596e-07,9.532743362831859e-05,0
CASE_03782,0,-0.09000000000000001,-0.07200000000000001,0.04000000000000001,0.028444999999999998,4.115463917525773e-07,9.717699115044247e-05,0
CASE_03783,0,-0.08,-0.064,0.045000000000000005,0.02846,4.157731958762887e-07,9.902654867256638e-05,0
CASE_03784,0,-0.07,-0.056,0.05,0.028474999999999997,1e-08,0.00010087610619469028,0
CASE_03785,0,-0.060000000000000005,-0.048,0.0,0.028489999999999998,1.422680412371134e-08,0.00010272566371681416,0
CASE_03786,0,-0.05,-0.04,0.005000000000000001,0.028504999999999996,1.845360824742268e-08,0.00010457522123893805,0
CASE_03787,0,-0.04000000000000001,-0.032,0.010000000000000002,0.028519999999999997,2.268041237113402e-08,0.00010642477876106195,0
CASE_03788,0,-0.03,-0.024,0.015,0.028534999999999998,2.690721649484536e-08,0.00010827433628318584,0
CASE_03789,0,-0.020000000000000004,-0.016,0.020000000000000004,0.02855,3.11340206185567e-08,0.00011012389380530974,0
CASE_03790,0,-0.010000000000000009,-0.007999999999999993,0.025,0.028564999999999997,3.536082474226804e-08,0.00011197345132743364,0
CASE_03791,0,0.0,0.0,0.03,0.028579999999999998,3.958762886597938e-08,0.00011382300884955752,0
CASE_03792,0,0.009999999999999995,0.007999999999999993,0.034999999999999996,0.028594999999999995,4.3814432989690716e-08,0.0001156725663716814,0
CASE_03793,0,0.01999999999999999,0.016,0.04000000000000001,0.02861,4.804123711340207e-08,0.00011752212389380531,0
CASE_03794,0,0.03,0.024000000000000007,0.045000000000000005,0.028624999999999998,5.2268041237113406e-08,0.00011937168141592921,0
CASE_03795,0,0.04000000000000001,0.032,0.05,0.02864,5.6494845360824744e-08,0.0001212212389380531,0
CASE_03796,0,0.04999999999999999,0.039999999999999994,0.0,0.028654999999999996,6.072164948453608e-08,0.000123070796460177,0
CASE_03797,0,0.06,0.048,0.005000000000000001,0.028669999999999998,6.494845360824742e-08,0.0001249203539823009,0
CASE_03798,0,0.07,0.05600000000000001,0.010000000000000002,0.028684999999999995,6.917525773195876e-08,0.0001267699115044248,0
CASE_03799,0,0.07999999999999999,0.06400000000000002,0.015,0.0287,7.34020618556701e-08,0.00012861946902654867,0
CASE_03800,0,0.09,0.072,0.020000000000000004,0.028714999999999997,7.762886597938143e-08,0.00013046902654867258,0
CASE_03801,0,0.1,0.08,0.025,0.02873,8.185567010309277e-08,0.00013231858407079645,0
CASE_03802,0,-0.1,-0.08,0.03,0.028744999999999996,8.608247422680412e-08,0.00013416814159292035,0
CASE_03803,0,-0.09000000000000001,-0.07200000000000001,0.034999999999999996,0.028759999999999997,9.030927835051546e-08,0.00013601769911504425,0
CASE_03804,0,-0.08,-0.064,0.04000000000000001,0.028775,9.45360824742268e-08,0.00013786725663716815,0
CASE_03805,0,-0.07,-0.056,0.045000000000000005,0.02879,9.876288659793814e-08,0.00013971681415929206,0
CASE_03806,0,-0.060000000000000005,-0.048,0.05,0.028804999999999997,1.0298969072164948e-07,0.00014156637168141596,0
CASE_03807,0,-0.05,-0.04,0.0,0.02882,1.0721649484536082e-07,0.0001434159292035398,0
CASE_03808,0,-0.04000000000000001,-0.032,0.005000000000000001,0.028834999999999996,1.1144329896907217e-07,0.0001452654867256637,0
CASE_03809,0,-0.03,-0.024,0.010000000000000002,0.028849999999999997,1.1567010309278349e-07,0.0001471150442477876,0
CASE_03810,0,-0.020000000000000004,-0.016,0.015,0.028865,1.1989690721649483e-07,0.0001489646017699115,0
CASE_03811,0,-0.010000000000000009,-0.007999999999999993,0.020000000000000004,0.02888,1.241237113402062e-07,0.0001508141592920354,0
CASE_03812,0,0.0,0.0,0.025,0.028894999999999997,1.283505154639175e-07,0.0001526637168141593,0
CASE_03813,0,0.009999999999999995,0.007999999999999993,0.03,0.028909999999999998,1.3257731958762887e-07,0.00015451327433628319,0
CASE_03814,0,0.01999999999999999,0.016,0.034999999999999996,0.028924999999999996,1.368041237113402e-07,0.0001563628318584071,0
CASE_03815,0,0.03,0.024000000000000007,0.04000000000000001,0.02894,1.4103092783505155e-07,0.00015821238938053096,0
CASE_03816,0,0.04000000000000001,0.032,0.045000000000000005,0.028954999999999998,1.4525773195876289e-07,0.00016006194690265486,0
CASE_03817,0,0.04999999999999999,0.039999999999999994,0.05,0.02897,1.4948453608247425e-07,0.00016191150442477876,0
CASE_03818,0,0.06,0.048,0.0,0.028984999999999997,1.5371134020618556e-07,0.00016376106194690266,0
CASE_03819,0,0.07,0.05600000000000001,0.005000000000000001,0.028999999999999998,1.579381443298969e-07,0.00016561061946902657,0
CASE_03820,0,0.07999999999999999,0.06400000000000002,0.010000000000000002,0.029014999999999996,1.6216494845360827e-07,0.00016746017699115044,0
CASE_03821,0,0.09,0.072,0.015,0.02903,1.6639175257731958e-07,0.00016930973451327434,0
CASE_03822,0,0.1,0.08,0.020000000000000004,0.029044999999999998,1.7061855670103094e-07,0.00017115929203539824,0
CASE_03823,0,-0.1,-0.08,0.025,0.02906,1.7484536082474228e-07,0.00017300884955752212,0
CASE_03824,0,-0.09000000000000001,-0.07200000000000001,0.03,0.029074999999999997,1.7907216494845362e-07,0.00017485840707964602,0
CASE_03825,0,-0.08,-0.064,0.034999999999999996,0.029089999999999998,1.8329896907216496e-07,0.00017670796460176992,0
CASE_03826,0,-0.07,-0.056,0.04000000000000001,0.029105,1.875257731958763e-07,0.00017855752212389382,0
CASE_03827,0,-0.060000000000000005,-0.048,0.045000000000000005,0.02912,1.9175257731958763e-07,0.0001804070796460177,0
CASE_03828,0,-0.05,-0.04,0.05,0.029134999999999998,1.9597938144329897e-07,0.0001822566371681416,0
CASE_03829,0,-0.04000000000000001,-0.032,0.0,0.02915,2.0020618556701034e-07,0.0001841061946902655,0
CASE_03830,0,-0.03,-0.024,0.005000000000000001,0.029164999999999996,2.0443298969072165e-07,0.0001859557522123894,0
CASE_03831,0,-0.020000000000000004,-0.016,0.010000000000000002,0.029179999999999998,2.0865979381443299e-07,0.00018780530973451327,0
CASE_03832,0,-0.010000000000000009,-0.007999999999999993,0.015,0.029195,2.1288659793814435e-07,0.00018965486725663718,0
CASE_03833,0,0.0,0.0,0.020000000000000004,0.02921,2.1711340206185566e-07,0.00019150442477876108,0
CASE_03834,0,0.009999999999999995,0.007999999999999993,0.025,0.029224999999999998,2.21340206185567e-07,0.00019335398230088495,0
CASE_03835,0,0.01999999999999999,0.016,0.03,0.02924,2.2556701030927836e-07,0.00019520353982300885,0
CASE_03836,0,0.03,0.024000000000000007,0.034999999999999996,0.029254999999999996,2.2979381443298968e-07,0.00019705309734513275,0
CASE_03837,0,0.04000000000000001,0.032,0.04000000000000001,0.029269999999999997,2.3402061855670101e-07,0.00019890265486725665,0
CASE_03838,0,0.04999999999999999,0.039999999999999994,0.045000000000000005,0.029285,2.3824742268041238e-07,0.00020075221238938056,0
CASE_03839,0,0.06,0.048,0.05,0.0293,2.424742268041237e-07,0.00020260176991150443,0
CASE_03840,0,0.07,0.05600000000000001,0.0,0.029314999999999997,2.46701030927835e-07,0.00020445132743362833,0
CASE_03841,0,0.07999999999999999,0.06400000000000002,0.005000000000000001,0.02933,2.509278350515464e-07,0.0002063008849557522,0
CASE_03842,0,0.09,0.072,0.010000000000000002,0.029344999999999996,2.5515463917525773e-07,0.0002081504424778761,0
CASE_03843,0,0.1,0.08,0.015,0.02936,2.5938144329896904e-07,1e-06,0
CASE_03844,0,-0.1,-0.08,0.020000000000000004,0.029375,2.636082474226804e-07,2.849557522123894e-06,0
CASE_03845,0,-0.09000000000000001,-0.07200000000000001,0.025,0.02939,2.678350515463918e-07,4.699115044247788e-06,0
CASE_03846,0,-0.08,-0.064,0.03,0.029404999999999997,2.720618556701031e-07,6.548672566371682e-06,0
CASE_03847,0,-0.07,-0.056,0.034999999999999996,0.029419999999999998,2.7628865979381445e-07,8.398230088495575e-06,0
CASE_03848,0,-0.060000000000000005,-0.048,0.04000000000000001,0.029434999999999996,2.8051546391752576e-07,1.024778761061947e-05,0
CASE_03849,0,-0.05,-0.04,0.045000000000000005,0.02945,2.8474226804123707e-07,1.2097345132743365e-05,0
CASE_03850,0,-0.04000000000000001,-0.032,0.05,0.029464999999999998,2.889690721649485e-07,1.3946902654867257e-05,0
CASE_03851,0,-0.03,-0.024,0.0,0.02948,2.931958762886598e-07,1.579646017699115e-05,0
CASE_03852,0,-0.020000000000000004,-0.016,0.005000000000000001,0.029494999999999997,2.974226804123711e-07,1.7646017699115045e-05,0
CASE_03853,0,-0.010000000000000009,-0.007999999999999993,0.010000000000000002,0.029509999999999998,3.016494845360825e-07,1.949557522123894e-05,0
CASE_03854,0,0.0,0.0,0.015,0.029525,3.058762886597938e-07,2.1345132743362834e-05,0
CASE_03855,0,0.009999999999999995,0.007999999999999993,0.020000000000000004,0.02954,3.1010309278350516e-07,2.319469026548673e-05,0
