sequence,timestamp_seconds,context,a1,a2,phase_radians,outcome_plus
3598,0.007196,single,1.0,0.0,2.356194490192345,1
3599,0.007198,single,1.0,0.0,2.356194490192345,1
3600,0.0072,single,1.0,0.0,3.141592653589793,0
3601,0.007202,single,1.0,0.0,3.141592653589793,0
3602,0.0072039999999999995,single,1.0,0.0,3.141592653589793,0
3603,0.007206000000000001,single,1.0,0.0,3.141592653589793,1
3604,0.007208,single,1.0,0.0,3.141592653589793,0
3605,0.00721,single,1.0,0.0,3.141592653589793,0
3606,0.007212,single,1.0,0.0,3.141592653589793,0
3607,0.007214000000000001,single,1.0,0.0,3.141592653589793,1
3608,0.007216,single,1.0,0.0,3.141592653589793,1
3609,0.007218,single,1.0,0.0,3.141592653589793,0
3610,0.00722,single,1.0,0.0,3.141592653589793,0
3611,0.007222,single,1.0,0.0,3.141592653589793,0
3612,0.007224,single,1.0,0.0,3.141592653589793,0
3613,0.007226,single,1.0,0.0,3.141592653589793,0
3614,0.007228,single,1.0,0.0,3.141592653589793,1
3615,0.00723,single,1.0,0.0,3.141592653589793,0
3616,0.007232000000000001,single,1.0,0.0,3.141592653589793,0
3617,0.007234,single,1.0,0.0,3.141592653589793,0
3618,0.007235999999999999,single,1.0,0.0,3.141592653589793,0
3619,0.0072380000000000005,single,1.0,0.0,3.141592653589793,0
3620,0.00724,single,1.0,0.0,3.141592653589793,0
3621,0.007242,single,1.0,0.0,3.141592653589793,0
3622,0.007244,single,1.0,0.0,3.141592653589793,0
3623,0.007246000000000001,single,1.0,0.0,3.141592653589793,1
3624,0.007248,single,1.0,0.0,3.141592653589793,1
3625,0.00725,single,1.0,0.0,3.141592653589793,0
3626,0.007252,single,1.0,0.0,3.141592653589793,0
3627,0.007254,single,1.0,0.0,3.141592653589793,0
3628,0.007256,single,1.0,0.0,3.141592653589793,0
3629,0.007258,single,1.0,0.0,3.141592653589793,0
3630,0.00726,single,1.0,0.0,3.141592653589793,0
3631,0.007262,single,1.0,0.0,3.141592653589793,0
3632,0.0072640000000000005,single,1.0,0.0,3.141592653589793,0
3633,0.007266,single,1.0,0.0,3.141592653589793,0
3634,0.007268,single,1.0,0.0,3.141592653589793,0
3635,0.00727,single,1.0,0.0,3.141592653589793,0
3636,0.007272,single,1.0,0.0,3.141592653589793,0
3637,0.007274,single,1.0,0.0,3.141592653589793,0
3638,0.0072759999999999995,single,1.0,0.0,3.141592653589793,0
3639,0.007278000000000001,single,1.0,0.0,3.141592653589793,0
3640,0.00728,single,1.0,0.0,3.141592653589793,1
3641,0.007282,single,1.0,0.0,3.141592653589793,0
3642,0.007284,single,1.0,0.0,3.141592653589793,1
3643,0.007286000000000001,single,1.0,0.0,3.141592653589793,0
3644,0.007288,single,1.0,0.0,3.141592653589793,0
3645,0.00729,single,1.0,0.0,3.141592653589793,0
3646,0.007292,single,1.0,0.0,3.141592653589793,0
3647,0.007294,single,1.0,0.0,3.141592653589793,0
3648,0.007296,single,1.0,0.0,3.141592653589793,0
3649,0.007298,single,1.0,0.0,3.141592653589793,0
3650,0.0073,single,1.0,0.0,3.141592653589793,0
3651,0.007302,single,1.0,0.0,3.141592653589793,0
3652,0.007304000000000001,single,1.0,0.0,3.141592653589793,1
3653,0.007306,single,1.0,0.0,3.141592653589793,0
3654,0.007308,single,1.0,0.0,3.141592653589793,0
3655,0.0073100000000000005,single,1.0,0.0,3.141592653589793,0
3656,0.007312,single,1.0,0.0,3.141592653589793,0
3657,0.007314,single,1.0,0.0,3.141592653589793,0
3658,0.007316,single,1.0,0.0,3.141592653589793,0
3659,0.007318000000000001,single,1.0,0.0,3.141592653589793,0
3660,0.00732,single,1.0,0.0,3.141592653589793,0
3661,0.007322,single,1.0,0.0,3.141592653589793,0
3662,0.007324,single,1.0,0.0,3.141592653589793,1
3663,0.007326000000000001,single,1.0,0.0,3.141592653589793,0
3664,0.007328,single,1.0,0.0,3.141592653589793,1
3665,0.00733,single,1.0,0.0,3.141592653589793,1
3666,0.007332,single,1.0,0.0,3.141592653589793,0
3667,0.007334,single,1.0,0.0,3.141592653589793,0
3668,0.0073360000000000005,single,1.0,0.0,3.141592653589793,0
3669,0.007338,single,1.0,0.0,3.141592653589793,1
3670,0.00734,single,1.0,0.0,3.141592653589793,0
3671,0.0073420000000000004,single,1.0,0.0,3.141592653589793,0
3672,0.007344000000000001,single,1.0,0.0,3.141592653589793,0
3673,0.007346,single,1.0,0.0,3.141592653589793,0
3674,0.0073479999999999995,single,1.0,0.0,3.141592653589793,1
3675,0.007350000000000001,single,1.0,0.0,3.141592653589793,1
3676,0.007352,single,1.0,0.0,3.141592653589793,0
3677,0.007354,single,1.0,0.0,3.141592653589793,0
3678,0.007356,single,1.0,0.0,3.141592653589793,0
3679,0.007358000000000001,single,1.0,0.0,3.141592653589793,0
3680,0.00736,single,1.0,0.0,3.141592653589793,1
3681,0.0073620000000000005,single,1.0,0.0,3.141592653589793,0
3682,0.007364,single,1.0,0.0,3.141592653589793,1
3683,0.007366,single,1.0,0.0,3.141592653589793,0
3684,0.007368,single,1.0,0.0,3.141592653589793,1
3685,0.00737,single,1.0,0.0,3.141592653589793,1
3686,0.007372,single,1.0,0.0,3.141592653589793,0
3687,0.007374,single,1.0,0.0,3.141592653589793,0
3688,0.007376000000000001,single,1.0,0.0,3.141592653589793,0
3689,0.007378,single,1.0,0.0,3.141592653589793,1
3690,0.00738,single,1.0,0.0,3.141592653589793,0
3691,0.0073820000000000005,single,1.0,0.0,3.141592653589793,0
3692,0.007384,single,1.0,0.0,3.141592653589793,0
3693,0.007386,single,1.0,0.0,3.141592653589793,0
3694,0.007388,single,1.0,0.0,3.141592653589793,0
3695,0.007390000000000001,single,1.0,0.0,3.141592653589793,0
3696,0.007392,single,1.0,0.0,3.141592653589793,1
3697,0.007394,single,1.0,0.0,3.141592653589793,0
3698,0.007396,single,1.0,0.0,3.141592653589793,0
3699,0.007398000000000001,single,1.0,0.0,3.141592653589793,0
3700,0.0074,single,1.0,0.0,3.141592653589793,0
3701,0.007402,single,1.0,0.0,3.141592653589793,0
3702,0.007404,single,1.0,0.0,3.141592653589793,0
3703,0.007406,single,1.0,0.0,3.141592653589793,0
3704,0.0074080000000000005,single,1.0,0.0,3.141592653589793,0
3705,0.00741,single,1.0,0.0,3.141592653589793,0
3706,0.007412,single,1.0,0.0,3.141592653589793,0
3707,0.0074140000000000005,single,1.0,0.0,3.141592653589793,0
3708,0.007416000000000001,single,1.0,0.0,3.141592653589793,0
3709,0.007418,single,1.0,0.0,3.141592653589793,0
3710,0.0074199999999999995,single,1.0,0.0,3.141592653589793,0
3711,0.007422000000000001,single,1.0,0.0,3.141592653589793,0
3712,0.007424,single,1.0,0.0,3.141592653589793,1
3713,0.007426,single,1.0,0.0,3.141592653589793,0
3714,0.007428,single,1.0,0.0,3.141592653589793,0
3715,0.00743,single,1.0,0.0,3.141592653589793,0
3716,0.007432,single,1.0,0.0,3.141592653589793,0
3717,0.0074340000000000005,single,1.0,0.0,3.141592653589793,0
3718,0.007436,single,1.0,0.0,3.141592653589793,1
3719,0.007437999999999999,single,1.0,0.0,3.141592653589793,0
3720,0.00744,single,1.0,0.0,3.141592653589793,0
3721,0.007442,single,1.0,0.0,3.141592653589793,0
3722,0.007444,single,1.0,0.0,3.141592653589793,0
3723,0.0074459999999999995,single,1.0,0.0,3.141592653589793,0
3724,0.007448000000000001,single,1.0,0.0,3.141592653589793,1
3725,0.00745,single,1.0,0.0,3.141592653589793,1
3726,0.007452,single,1.0,0.0,3.141592653589793,0
3727,0.007454,single,1.0,0.0,3.141592653589793,0
3728,0.007456000000000001,single,1.0,0.0,3.141592653589793,0
3729,0.007458,single,1.0,0.0,3.141592653589793,0
3730,0.00746,single,1.0,0.0,3.141592653589793,0
3731,0.007462,single,1.0,0.0,3.141592653589793,1
3732,0.007464,single,1.0,0.0,3.141592653589793,1
3733,0.007466,single,1.0,0.0,3.141592653589793,0
3734,0.007468,single,1.0,0.0,3.141592653589793,0
3735,0.00747,single,1.0,0.0,3.141592653589793,0
3736,0.007472,single,1.0,0.0,3.141592653589793,0
3737,0.007474000000000001,single,1.0,0.0,3.141592653589793,0
3738,0.007476,single,1.0,0.0,3.141592653589793,0
3739,0.007477999999999999,single,1.0,0.0,3.141592653589793,0
3740,0.0074800000000000005,single,1.0,0.0,3.141592653589793,0
3741,0.007482,single,1.0,0.0,3.141592653589793,0
3742,0.007484,single,1.0,0.0,3.141592653589793,0
3743,0.007486,single,1.0,0.0,3.141592653589793,1
3744,0.007488000000000001,single,1.0,0.0,3.141592653589793,1
3745,0.00749,single,1.0,0.0,3.141592653589793,0
3746,0.007492,single,1.0,0.0,3.141592653589793,0
3747,0.007494,single,1.0,0.0,3.141592653589793,0
3748,0.007496,single,1.0,0.0,3.141592653589793,0
3749,0.007498,single,1.0,0.0,3.141592653589793,0
3750,0.0075,single,1.0,0.0,3.141592653589793,1
3751,0.007502,single,1.0,0.0,3.141592653589793,0
3752,0.007504,single,1.0,0.0,3.141592653589793,0
3753,0.0075060000000000005,single,1.0,0.0,3.141592653589793,0
3754,0.007508,single,1.0,0.0,3.141592653589793,1
3755,0.00751,single,1.0,0.0,3.141592653589793,0
3756,0.0075120000000000004,single,1.0,0.0,3.141592653589793,0
3757,0.007514,single,1.0,0.0,3.141592653589793,1
3758,0.007516,single,1.0,0.0,3.141592653589793,0
3759,0.0075179999999999995,single,1.0,0.0,3.141592653589793,1
3760,0.007520000000000001,single,1.0,0.0,3.141592653589793,1
3761,0.007522,single,1.0,0.0,3.141592653589793,0
3762,0.007524,single,1.0,0.0,3.141592653589793,0
3763,0.007526,single,1.0,0.0,3.141592653589793,0
3764,0.007528000000000001,single,1.0,0.0,3.141592653589793,1
3765,0.00753,single,1.0,0.0,3.141592653589793,0
3766,0.007532,single,1.0,0.0,3.141592653589793,0
3767,0.007534,single,1.0,0.0,3.141592653589793,0
3768,0.007536,single,1.0,0.0,3.141592653589793,0
3769,0.007538,single,1.0,0.0,3.141592653589793,0
3770,0.00754,single,1.0,0.0,3.141592653589793,1
3771,0.007542,single,1.0,0.0,3.141592653589793,0
3772,0.007544,single,1.0,0.0,3.141592653589793,0
3773,0.007546000000000001,single,1.0,0.0,3.141592653589793,0
3774,0.007548,single,1.0,0.0,3.141592653589793,0
3775,0.007549999999999999,single,1.0,0.0,3.141592653589793,0
3776,0.0075520000000000006,single,1.0,0.0,3.141592653589793,0
3777,0.007554,single,1.0,0.0,3.141592653589793,0
3778,0.007556,single,1.0,0.0,3.141592653589793,1
3779,0.007558,single,1.0,0.0,3.141592653589793,0
3780,0.007560000000000001,single,1.0,0.0,3.141592653589793,0
3781,0.007562,single,1.0,0.0,3.141592653589793,0
3782,0.007564,single,1.0,0.0,3.141592653589793,0
3783,0.007566,single,1.0,0.0,3.141592653589793,0
3784,0.007568,single,1.0,0.0,3.141592653589793,0
3785,0.00757,single,1.0,0.0,3.141592653589793,1
3786,0.007572,single,1.0,0.0,3.141592653589793,0
3787,0.007574,single,1.0,0.0,3.141592653589793,1
3788,0.007576,single,1.0,0.0,3.141592653589793,1
3789,0.0075780000000000005,single,1.0,0.0,3.141592653589793,0
3790,0.00758,single,1.0,0.0,3.141592653589793,1
3791,0.007582,single,1.0,0.0,3.141592653589793,0
3792,0.0075840000000000005,single,1.0,0.0,3.141592653589793,0
3793,0.007586000000000001,single,1.0,0.0,3.141592653589793,0
3794,0.007588,single,1.0,0.0,3.141592653589793,0
3795,0.0075899999999999995,single,1.0,0.0,3.141592653589793,0
3796,0.007592000000000001,single,1.0,0.0,3.141592653589793,0
3797,0.007594,single,1.0,0.0,3.141592653589793,0
3798,0.007596,single,1.0,0.0,3.141592653589793,0
3799,0.007598,single,1.0,0.0,3.141592653589793,0
3800,0.007600000000000001,single,1.0,0.0,3.141592653589793,1
3801,0.007602,single,1.0,0.0,3.141592653589793,0
3802,0.0076040000000000005,single,1.0,0.0,3.141592653589793,0
3803,0.007606,single,1.0,0.0,3.141592653589793,0
3804,0.007608,single,1.0,0.0,3.141592653589793,0
3805,0.0076100000000000004,single,1.0,0.0,3.141592653589793,0
3806,0.007612,single,1.0,0.0,3.141592653589793,0
3807,0.007614,single,1.0,0.0,3.141592653589793,0
3808,0.007616,single,1.0,0.0,3.141592653589793,0
3809,0.007618000000000001,single,1.0,0.0,3.141592653589793,0
3810,0.00762,single,1.0,0.0,3.141592653589793,0
3811,0.007622,single,1.0,0.0,3.141592653589793,0
3812,0.007624000000000001,single,1.0,0.0,3.141592653589793,0
3813,0.007626,single,1.0,0.0,3.141592653589793,0
3814,0.007628,single,1.0,0.0,3.141592653589793,0
3815,0.00763,single,1.0,0.0,3.141592653589793,0
3816,0.007632000000000001,single,1.0,0.0,3.141592653589793,0
3817,0.007634,single,1.0,0.0,3.141592653589793,1
3818,0.007636,single,1.0,0.0,3.141592653589793,1
3819,0.007638,single,1.0,0.0,3.141592653589793,0
3820,0.007640000000000001,single,1.0,0.0,3.141592653589793,0
3821,0.007642,single,1.0,0.0,3.141592653589793,0
3822,0.007644,single,1.0,0.0,3.141592653589793,0
3823,0.007646,single,1.0,0.0,3.141592653589793,0
3824,0.007648,single,1.0,0.0,3.141592653589793,1
3825,0.0076500000000000005,single,1.0,0.0,3.141592653589793,0
3826,0.007652,single,1.0,0.0,3.141592653589793,0
3827,0.007654,single,1.0,0.0,3.141592653589793,0
3828,0.0076560000000000005,single,1.0,0.0,3.141592653589793,0
3829,0.007658000000000001,single,1.0,0.0,3.141592653589793,0
3830,0.00766,single,1.0,0.0,3.141592653589793,0
3831,0.0076619999999999995,single,1.0,0.0,3.141592653589793,0
3832,0.007664000000000001,single,1.0,0.0,3.141592653589793,0
3833,0.007666,single,1.0,0.0,3.141592653589793,0
3834,0.007668,single,1.0,0.0,3.141592653589793,0
3835,0.00767,single,1.0,0.0,3.141592653589793,1
3836,0.007672000000000001,single,1.0,0.0,3.141592653589793,0
3837,0.007674,single,1.0,0.0,3.141592653589793,0
3838,0.0076760000000000005,single,1.0,0.0,3.141592653589793,0
3839,0.007678,single,1.0,0.0,3.141592653589793,0
3840,0.007679999999999999,single,1.0,0.0,3.141592653589793,0
3841,0.0076820000000000005,single,1.0,0.0,3.141592653589793,0
3842,0.007684,single,1.0,0.0,3.141592653589793,1
3843,0.007686,single,1.0,0.0,3.141592653589793,1
3844,0.0076879999999999995,single,1.0,0.0,3.141592653589793,0
3845,0.007690000000000001,single,1.0,0.0,3.141592653589793,0
3846,0.007692,single,1.0,0.0,3.141592653589793,0
3847,0.007694,single,1.0,0.0,3.141592653589793,0
3848,0.007696,single,1.0,0.0,3.141592653589793,0
3849,0.007698,single,1.0,0.0,3.141592653589793,0
3850,0.0077,single,1.0,0.0,3.141592653589793,0
3851,0.007702,single,1.0,0.0,3.141592653589793,0
3852,0.007704,single,1.0,0.0,3.141592653589793,0
3853,0.007706,single,1.0,0.0,3.141592653589793,0
3854,0.0077080000000000004,single,1.0,0.0,3.141592653589793,0
3855,0.00771,single,1.0,0.0,3.141592653589793,0
3856,0.007712,single,1.0,0.0,3.141592653589793,0
3857,0.007714,single,1.0,0.0,3.141592653589793,0
3858,0.007716,single,1.0,0.0,3.141592653589793,0
3859,0.007718,single,1.0,0.0,3.141592653589793,0
3860,0.007719999999999999,single,1.0,0.0,3.141592653589793,0
3861,0.0077220000000000006,single,1.0,0.0,3.141592653589793,0
3862,0.007724,single,1.0,0.0,3.141592653589793,1
3863,0.007726,single,1.0,0.0,3.141592653589793,0
3864,0.007728,single,1.0,0.0,3.141592653589793,0
3865,0.007730000000000001,single,1.0,0.0,3.141592653589793,0
3866,0.007732,single,1.0,0.0,3.141592653589793,1
3867,0.0077339999999999996,single,1.0,0.0,3.141592653589793,0
3868,0.007736,single,1.0,0.0,3.141592653589793,0
3869,0.007738,single,1.0,0.0,3.141592653589793,0
3870,0.00774,single,1.0,0.0,3.141592653589793,0
3871,0.007742,single,1.0,0.0,3.141592653589793,0
3872,0.007744,single,1.0,0.0,3.141592653589793,0
3873,0.007746,single,1.0,0.0,3.141592653589793,1
3874,0.0077480000000000005,single,1.0,0.0,3.141592653589793,0
3875,0.00775,single,1.0,0.0,3.141592653589793,1
3876,0.007752,single,1.0,0.0,3.141592653589793,0
3877,0.0077540000000000005,single,1.0,0.0,3.141592653589793,0
3878,0.007756,single,1.0,0.0,3.141592653589793,0
3879,0.007758,single,1.0,0.0,3.141592653589793,0
3880,0.0077599999999999995,single,1.0,0.0,3.141592653589793,0
3881,0.007762000000000001,single,1.0,0.0,3.141592653589793,0
3882,0.007764,single,1.0,0.0,3.141592653589793,0
3883,0.007766,single,1.0,0.0,3.141592653589793,0
3884,0.007768,single,1.0,0.0,3.141592653589793,0
3885,0.007770000000000001,single,1.0,0.0,3.141592653589793,0
3886,0.007772,single,1.0,0.0,3.141592653589793,0
3887,0.007774,single,1.0,0.0,3.141592653589793,1
3888,0.007776,single,1.0,0.0,3.141592653589793,1
3889,0.007778,single,1.0,0.0,3.141592653589793,0
3890,0.0077800000000000005,single,1.0,0.0,3.141592653589793,1
3891,0.007782,single,1.0,0.0,3.141592653589793,0
3892,0.007784,single,1.0,0.0,3.141592653589793,0
3893,0.007786,single,1.0,0.0,3.141592653589793,0
3894,0.007788000000000001,single,1.0,0.0,3.141592653589793,1
3895,0.00779,single,1.0,0.0,3.141592653589793,1
3896,0.0077919999999999994,single,1.0,0.0,3.141592653589793,0
3897,0.007794000000000001,single,1.0,0.0,3.141592653589793,1
3898,0.007796,single,1.0,0.0,3.141592653589793,0
3899,0.007798,single,1.0,0.0,3.141592653589793,1
3900,0.0078,single,1.0,0.0,3.9269908169872414,0
3901,0.007802000000000001,single,1.0,0.0,3.9269908169872414,1
3902,0.007804,single,1.0,0.0,3.9269908169872414,0
3903,0.0078060000000000004,single,1.0,0.0,3.9269908169872414,1
3904,0.007808,single,1.0,0.0,3.9269908169872414,1
3905,0.00781,single,1.0,0.0,3.9269908169872414,0
3906,0.007812,single,1.0,0.0,3.9269908169872414,1
3907,0.007814,single,1.0,0.0,3.9269908169872414,1
3908,0.007816,single,1.0,0.0,3.9269908169872414,0
3909,0.007818,single,1.0,0.0,3.9269908169872414,0
3910,0.00782,single,1.0,0.0,3.9269908169872414,0
3911,0.007822,single,1.0,0.0,3.9269908169872414,1
3912,0.007824,single,1.0,0.0,3.9269908169872414,1
3913,0.007826000000000001,single,1.0,0.0,3.9269908169872414,0
3914,0.007828,single,1.0,0.0,3.9269908169872414,0
3915,0.00783,single,1.0,0.0,3.9269908169872414,0
3916,0.007832,single,1.0,0.0,3.9269908169872414,0
3917,0.007834,single,1.0,0.0,3.9269908169872414,0
3918,0.007836000000000001,single,1.0,0.0,3.9269908169872414,1
3919,0.007838,single,1.0,0.0,3.9269908169872414,0
3920,0.00784,single,1.0,0.0,3.9269908169872414,0
3921,0.007842,single,1.0,0.0,3.9269908169872414,0
3922,0.007844,single,1.0,0.0,3.9269908169872414,0
3923,0.007846,single,1.0,0.0,3.9269908169872414,0
3924,0.007847999999999999,single,1.0,0.0,3.9269908169872414,0
3925,0.007850000000000001,single,1.0,0.0,3.9269908169872414,1
3926,0.007852,single,1.0,0.0,3.9269908169872414,0
3927,0.007854,single,1.0,0.0,3.9269908169872414,0
3928,0.007856,single,1.0,0.0,3.9269908169872414,0
3929,0.007858,single,1.0,0.0,3.9269908169872414,1
3930,0.00786,single,1.0,0.0,3.9269908169872414,0
3931,0.007862000000000001,single,1.0,0.0,3.9269908169872414,0
3932,0.007864,single,1.0,0.0,3.9269908169872414,0
3933,0.007866,single,1.0,0.0,3.9269908169872414,0
3934,0.007868,single,1.0,0.0,3.9269908169872414,0
3935,0.00787,single,1.0,0.0,3.9269908169872414,0
3936,0.007872,single,1.0,0.0,3.9269908169872414,0
3937,0.007874,single,1.0,0.0,3.9269908169872414,0
3938,0.007876000000000001,single,1.0,0.0,3.9269908169872414,0
3939,0.007878,single,1.0,0.0,3.9269908169872414,0
3940,0.00788,single,1.0,0.0,3.9269908169872414,0
3941,0.007882,single,1.0,0.0,3.9269908169872414,0
3942,0.007884,single,1.0,0.0,3.9269908169872414,0
3943,0.007886,single,1.0,0.0,3.9269908169872414,1
3944,0.007888,single,1.0,0.0,3.9269908169872414,0
3945,0.007890000000000001,single,1.0,0.0,3.9269908169872414,1
3946,0.007892,single,1.0,0.0,3.9269908169872414,0
3947,0.007894,single,1.0,0.0,3.9269908169872414,1
3948,0.007896,single,1.0,0.0,3.9269908169872414,0
3949,0.007898,single,1.0,0.0,3.9269908169872414,1
3950,0.0079,single,1.0,0.0,3.9269908169872414,0
3951,0.007902,single,1.0,0.0,3.9269908169872414,0
3952,0.007904,single,1.0,0.0,3.9269908169872414,0
3953,0.007906,single,1.0,0.0,3.9269908169872414,0
3954,0.007908,single,1.0,0.0,3.9269908169872414,0
3955,0.00791,single,1.0,0.0,3.9269908169872414,0
3956,0.007912,single,1.0,0.0,3.9269908169872414,0
3957,0.007914000000000001,single,1.0,0.0,3.9269908169872414,0
3958,0.007916000000000001,single,1.0,0.0,3.9269908169872414,0
3959,0.007918,single,1.0,0.0,3.9269908169872414,0
3960,0.00792,single,1.0,0.0,3.9269908169872414,0
3961,0.007922,single,1.0,0.0,3.9269908169872414,1
3962,0.007924,single,1.0,0.0,3.9269908169872414,0
3963,0.007926,single,1.0,0.0,3.9269908169872414,0
3964,0.007928,single,1.0,0.0,3.9269908169872414,0
3965,0.007930000000000001,single,1.0,0.0,3.9269908169872414,0
3966,0.007932,single,1.0,0.0,3.9269908169872414,0
3967,0.007934,single,1.0,0.0,3.9269908169872414,0
3968,0.007936,single,1.0,0.0,3.9269908169872414,0
3969,0.007937999999999999,single,1.0,0.0,3.9269908169872414,0
3970,0.007940000000000001,single,1.0,0.0,3.9269908169872414,0
3971,0.007942,single,1.0,0.0,3.9269908169872414,0
3972,0.007944,single,1.0,0.0,3.9269908169872414,0
3973,0.007946,single,1.0,0.0,3.9269908169872414,0
3974,0.007948,single,1.0,0.0,3.9269908169872414,0
3975,0.00795,single,1.0,0.0,3.9269908169872414,1
3976,0.007952,single,1.0,0.0,3.9269908169872414,0
3977,0.007954,single,1.0,0.0,3.9269908169872414,0
3978,0.007956000000000001,single,1.0,0.0,3.9269908169872414,0
3979,0.007958,single,1.0,0.0,3.9269908169872414,0
3980,0.00796,single,1.0,0.0,3.9269908169872414,1
3981,0.007962,single,1.0,0.0,3.9269908169872414,1
3982,0.007964,single,1.0,0.0,3.9269908169872414,0
3983,0.007966,single,1.0,0.0,3.9269908169872414,1
3984,0.007968,single,1.0,0.0,3.9269908169872414,0
3985,0.00797,single,1.0,0.0,3.9269908169872414,0
3986,0.007972,single,1.0,0.0,3.9269908169872414,0
3987,0.007974,single,1.0,0.0,3.9269908169872414,0
3988,0.007976,single,1.0,0.0,3.9269908169872414,0
3989,0.007977999999999999,single,1.0,0.0,3.9269908169872414,0
3990,0.007980000000000001,single,1.0,0.0,3.9269908169872414,0
3991,0.007982,single,1.0,0.0,3.9269908169872414,0
3992,0.007984,single,1.0,0.0,3.9269908169872414,0
3993,0.007986,single,1.0,0.0,3.9269908169872414,0
3994,0.007988,single,1.0,0.0,3.9269908169872414,0
3995,0.00799,single,1.0,0.0,3.9269908169872414,1
3996,0.007992,single,1.0,0.0,3.9269908169872414,0
3997,0.007994,single,1.0,0.0,3.9269908169872414,0
3998,0.007996,single,1.0,0.0,3.9269908169872414,0
3999,0.007998,single,1.0,0.0,3.9269908169872414,0
4000,0.008,single,1.0,0.0,3.9269908169872414,0
4001,0.008002,single,1.0,0.0,3.9269908169872414,0
4002,0.008003999999999999,single,1.0,0.0,3.9269908169872414,0
4003,0.008006000000000001,single,1.0,0.0,3.9269908169872414,0
4004,0.008008000000000001,single,1.0,0.0,3.9269908169872414,1
4005,0.00801,single,1.0,0.0,3.9269908169872414,1
4006,0.008012,single,1.0,0.0,3.9269908169872414,0
4007,0.008013999999999999,single,1.0,0.0,3.9269908169872414,0
4008,0.008016,single,1.0,0.0,3.9269908169872414,1
4009,0.008018,single,1.0,0.0,3.9269908169872414,1
4010,0.00802,single,1.0,0.0,3.9269908169872414,0
4011,0.008022,single,1.0,0.0,3.9269908169872414,0
4012,0.008024000000000002,single,1.0,0.0,3.9269908169872414,0
4013,0.008026,single,1.0,0.0,3.9269908169872414,0
4014,0.008028,single,1.0,0.0,3.9269908169872414,0
4015,0.008029999999999999,single,1.0,0.0,3.9269908169872414,1
4016,0.008032,single,1.0,0.0,3.9269908169872414,1
4017,0.008034000000000001,single,1.0,0.0,3.9269908169872414,0
4018,0.008036,single,1.0,0.0,3.9269908169872414,1
4019,0.008038,single,1.0,0.0,3.9269908169872414,0
4020,0.00804,single,1.0,0.0,3.9269908169872414,0
4021,0.008042,single,1.0,0.0,3.9269908169872414,0
4022,0.008044,single,1.0,0.0,3.9269908169872414,0
4023,0.008046,single,1.0,0.0,3.9269908169872414,0
4024,0.008048,single,1.0,0.0,3.9269908169872414,0
4025,0.00805,single,1.0,0.0,3.9269908169872414,1
4026,0.008052,single,1.0,0.0,3.9269908169872414,0
4027,0.008054,single,1.0,0.0,3.9269908169872414,1
4028,0.008056,single,1.0,0.0,3.9269908169872414,0
4029,0.008058,single,1.0,0.0,3.9269908169872414,0
4030,0.008060000000000001,single,1.0,0.0,3.9269908169872414,0
4031,0.008062,single,1.0,0.0,3.9269908169872414,0
4032,0.008064,single,1.0,0.0,3.9269908169872414,1
4033,0.008066,single,1.0,0.0,3.9269908169872414,0
4034,0.008067999999999999,single,1.0,0.0,3.9269908169872414,1
4035,0.00807,single,1.0,0.0,3.9269908169872414,1
4036,0.008072000000000001,single,1.0,0.0,3.9269908169872414,0
4037,0.008074,single,1.0,0.0,3.9269908169872414,0
4038,0.008076,single,1.0,0.0,3.9269908169872414,0
4039,0.008078,single,1.0,0.0,3.9269908169872414,0
4040,0.00808,single,1.0,0.0,3.9269908169872414,0
4041,0.008082,single,1.0,0.0,3.9269908169872414,0
4042,0.008084,single,1.0,0.0,3.9269908169872414,0
4043,0.008086,single,1.0,0.0,3.9269908169872414,0
4044,0.008088000000000001,single,1.0,0.0,3.9269908169872414,0
4045,0.00809,single,1.0,0.0,3.9269908169872414,1
4046,0.008092,single,1.0,0.0,3.9269908169872414,0
4047,0.008093999999999999,single,1.0,0.0,3.9269908169872414,1
4048,0.008096,single,1.0,0.0,3.9269908169872414,0
4049,0.008098000000000001,single,1.0,0.0,3.9269908169872414,0
4050,0.0081,single,1.0,0.0,3.9269908169872414,1
4051,0.008102,single,1.0,0.0,3.9269908169872414,0
4052,0.008104000000000002,single,1.0,0.0,3.9269908169872414,0
4053,0.008106,single,1.0,0.0,3.9269908169872414,0
4054,0.008108,single,1.0,0.0,3.9269908169872414,0
4055,0.00811,single,1.0,0.0,3.9269908169872414,0
4056,0.008112,single,1.0,0.0,3.9269908169872414,1
4057,0.008114000000000001,single,1.0,0.0,3.9269908169872414,1
4058,0.008116,single,1.0,0.0,3.9269908169872414,0
4059,0.008118,single,1.0,0.0,3.9269908169872414,0
4060,0.00812,single,1.0,0.0,3.9269908169872414,0
4061,0.008122,single,1.0,0.0,3.9269908169872414,1
4062,0.008124000000000001,single,1.0,0.0,3.9269908169872414,0
4063,0.008126,single,1.0,0.0,3.9269908169872414,0
4064,0.008128,single,1.0,0.0,3.9269908169872414,1
4065,0.00813,single,1.0,0.0,3.9269908169872414,0
4066,0.008132,single,1.0,0.0,3.9269908169872414,0
4067,0.008134,single,1.0,0.0,3.9269908169872414,1
4068,0.008136000000000001,single,1.0,0.0,3.9269908169872414,0
4069,0.008138,single,1.0,0.0,3.9269908169872414,0
4070,0.008140000000000001,single,1.0,0.0,3.9269908169872414,0
